Analysis	Cluster #	Size (mm3)	Cluster labels	Mean z	Mean ALE	Peak z	Peak ALE	Peak X	Peak Y	Peak Z	Peak label
Activation likelihood estimation	1	1,248	34.62% Precuneus_R; 33.33% Cingulate_Mid_R; 32.05% no_label	3.54	0.011	3.54	0.011	14	-44	38	Precuneus_R
