Analysis	Cluster #	Size (mm3)	Cluster labels	Mean z	Mean ALE	Peak z	Peak ALE	Peak X	Peak Y	Peak Z	Peak label
Activation likelihood estimation	1	904	33.63% Precuneus_R; 33.63% no_label; 32.74% Cingulate_Mid_R	2.65	0.012	2.65	0.011	14	-44	38	Precuneus_R
