Analysis	Cluster #	Size (mm3)	Cluster labels	Mean z	Mean ALE	Peak z	Peak ALE	Peak X	Peak Y	Peak Z	Peak label
Activation likelihood estimation	1	1,584	93.94% Frontal_Inf_Tri_R	-3.42		-3.89		52	28	16	Frontal_Inf_Tri_R
